,title,type,release_year,runtime,genres,production_countries,seasons,imdb_score,imdb_votes
2195,The Innocents,SHOW,2018,46,"['drama', 'scifi', 'horror', 'romance', 'thriller']",['GB'],2,6.2,5784
2196,Clinical,MOVIE,2017,104,"['thriller', 'horror']",['US'],,5.1,7904
2197,Charité,SHOW,2017,49,"['drama', 'history', 'european']",['DE'],3,7.8,3274
2198,The Battleship Island,MOVIE,2017,132,"['action', 'drama', 'history']",['KR'],,7.1,7005
2199,Instant Hotel,SHOW,2018,49,['reality'],['AU'],2,7.3,1482
2200,Myths & Monsters,SHOW,2017,43,"['documentation', 'fantasy', 'european']",['GB'],1,7.8,811
2201,Erased,SHOW,2017,28,"['drama', 'scifi', 'thriller', 'fantasy']",['JP'],1,7.8,3596
2202,The Hook Up Plan,SHOW,2018,28,"['comedy', 'romance']",['FR'],3,7.2,5212
2203,Kiss Me First,SHOW,2018,47,"['scifi', 'thriller', 'drama']",['GB'],1,6.2,3874
2204,Lu Over the Wall,MOVIE,2017,107,"['fantasy', 'animation', 'family', 'music', 'comedy']",['JP'],,6.8,2189
2205,November 13: Attack on Paris,SHOW,2018,54,['documentation'],['FR'],1,8.3,3105
2206,Life,SHOW,2018,64,"['drama', 'thriller']",['KR'],1,7.6,688
2207,Hampstead,MOVIE,2017,102,"['comedy', 'romance', 'drama']",['GB'],,6,6254
2208,Reprisal,MOVIE,2018,89,"['action', 'thriller', 'crime', 'drama']","['GB', 'US']",,4.2,7248
2209,Like Father,MOVIE,2018,103,"['comedy', 'drama']",['US'],,6.1,21202
2210,MILF,MOVIE,2018,96,"['comedy', 'european']",['FR'],,4.8,6047
2211,The Bride of Habaek,SHOW,2017,67,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1,7.1,2501
2212,The Open House,MOVIE,2018,94,"['horror', 'thriller']",['US'],,3.2,33769
2213,Catfight,MOVIE,2017,96,"['comedy', 'drama', 'action']",['US'],,5.9,6251
2214,The New Legends of Monkey,SHOW,2018,25,"['scifi', 'action', 'comedy', 'fantasy']",['NZ'],2,6.4,4308
2215,Medal of Honor,SHOW,2018,55,"['documentation', 'war']",['US'],1,8.2,1687
2216,"My Teacher, My Obsession",MOVIE,2018,105,"['thriller', 'drama']",['US'],,4.4,2289
2217,Take Me,MOVIE,2017,83,"['comedy', 'crime', 'thriller']",['US'],,6.1,5566
2218,MFKZ,MOVIE,2018,95,"['crime', 'scifi', 'thriller', 'animation', 'action', 'comedy', 'european']","['JP', 'FR']",,6.7,4263
2219,True and the Rainbow Kingdom,SHOW,2017,21,"['comedy', 'family', 'fantasy', 'animation']",['CA'],4,7.1,439
2220,Steel Rain,MOVIE,2017,139,"['thriller', 'action', 'drama']",['KR'],,7.1,5434
2221,Something in the Rain,SHOW,2018,70,"['drama', 'romance']",['KR'],1,8.2,5654
2222,Sad Hill Unearthed,MOVIE,2017,86,"['documentation', 'european']",['ES'],,7.4,1593
2223,The Velvet Collection,SHOW,2017,57,"['drama', 'comedy', 'romance', 'european']",['ES'],3,7.3,1376
2224,Zero,MOVIE,2018,152,"['comedy', 'drama', 'scifi', 'romance', 'thriller', 'fantasy', 'european']",['IN'],,5.2,27208
2225,The Christmas Chronicles,MOVIE,2018,104,"['fantasy', 'family', 'comedy']",['US'],,7,71182
2226,Nothing to Hide,MOVIE,2018,93,"['drama', 'comedy', 'european']","['BE', 'FR', 'IT']",,6.8,14876
2227,The Indian Detective,SHOW,2017,43,"['comedy', 'drama', 'crime']",['CA'],1,6.6,3078
2228,Bonus Family,SHOW,2017,44,"['drama', 'reality', 'family', 'comedy', 'documentation', 'music', 'european']",['SE'],4,2.3,15
2229,Serial Killer with Piers Morgan,SHOW,2017,47,"['crime', 'documentation']",['GB'],2,3.8,1394
2230,Patrick,MOVIE,2018,94,"['comedy', 'drama', 'family', 'romance']",['GB'],,6.2,150
2231,The Ottoman Lieutenant,MOVIE,2017,111,"['drama', 'war']","['TR', 'US']",,6.4,25582
2232,My Shy Boss,SHOW,2017,71,"['comedy', 'drama', 'romance']",['KR'],1,7.3,1537
2233,Gormiti,SHOW,2018,11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",4,5.3,111
2234,Casting JonBenet,MOVIE,2017,81,"['crime', 'documentation', 'drama']","['US', 'AU']",,6.1,5384
2235,Selection Day,SHOW,2018,25,"['drama', 'comedy', 'sport']",['IN'],1,7.4,2176
2236,The Protector,SHOW,2018,43,"['action', 'scifi', 'fantasy', 'drama']",['TR'],4,6.5,34396
2237,The World Is Yours,MOVIE,2018,94,"['crime', 'comedy', 'european']",['FR'],,6.3,4246
2238,Long Shot,MOVIE,2017,40,"['documentation', 'crime', 'sport']",['US'],,7.4,7734
2239,Outside In,MOVIE,2018,109,['drama'],['US'],,6.7,4611
2240,The Queen of Flow,SHOW,2018,45,"['drama', 'family', 'music']",['CO'],2,7.7,1202
2241,Cupcake & Dino - General Services,SHOW,2018,16,"['animation', 'action', 'comedy', 'family']","['BR', 'CA']",2,7.5,663
2242,Next Gen,MOVIE,2018,90,"['animation', 'action', 'family', 'scifi', 'comedy']","['CA', 'CN']",,6.6,16964
2243,The Saint,MOVIE,2017,92,"['crime', 'action']",['US'],,4.9,6555
2244,Voyeur,MOVIE,2017,95,"['documentation', 'crime', 'drama']",['US'],,6.2,5922
2245,Daniel Sloss: Live Shows,SHOW,2018,60,['comedy'],['US'],1,8.5,3387
2246,Warrior,SHOW,2018,42,"['action', 'drama', 'crime']",['DK'],1,6.7,1966
2247,Get Me Roger Stone,MOVIE,2017,100,"['history', 'documentation']",['US'],,7.4,7333
2248,Surviving Escobar - Alias JJ,SHOW,2017,42,"['crime', 'drama']",['CO'],1,7.7,985
2249,Bangkok Love Stories 2: Innocence,SHOW,2018,47,"['drama', 'romance']",['TH'],1,6.7,199
2250,Children of the Whales,SHOW,2017,24,"['scifi', 'animation', 'drama', 'fantasy']",['JP'],1,7.1,1524
2251,Hey Arnold! The Jungle Movie,MOVIE,2017,81,"['comedy', 'animation', 'action', 'family', 'fantasy']",['US'],,7.5,3139
2252,Irreplaceable You,MOVIE,2018,96,"['drama', 'comedy', 'romance']",['US'],,6.4,9442
2253,Dogs of Berlin,SHOW,2018,60,"['drama', 'thriller', 'action', 'crime']",['DE'],1,7.5,12453
2254,Free Rein,SHOW,2017,28,"['comedy', 'drama', 'family', 'action', 'documentation']",['US'],3,7,2062
2255,Amar,MOVIE,2017,105,"['romance', 'drama', 'european']","['ES', 'US']",,5.1,4397
2256,Tig Notaro: Happy To Be Here,MOVIE,2018,58,['comedy'],['XX'],,6.6,1327
2257,Carrie Pilby,MOVIE,2017,98,"['comedy', 'drama']",['US'],,6.7,11311
2258,Luis Miguel: The Series,SHOW,2018,56,"['drama', 'romance', 'history', 'music']",['MX'],3,8,4556
2259,Cyborg 009: Call of Justice,SHOW,2017,24,"['action', 'scifi', 'animation']",['JP'],1,5.7,217
2260,Cocaine Coast,SHOW,2018,67,"['drama', 'thriller', 'crime']",['ES'],1,7.9,3696
2261,Fun Mom Dinner,MOVIE,2017,81,['comedy'],['US'],,5.3,5509
2262,Bumping Mics with Jeff Ross & Dave Attell,SHOW,2018,34,['comedy'],['US'],1,7.7,1145
2263,I Am Jonas,MOVIE,2018,82,"['drama', 'romance', 'european']",['FR'],,7,5598
2264,Springsteen On Broadway,MOVIE,2018,153,"['documentation', 'music']",['US'],,8.5,2178
2265,Ultraviolet,SHOW,2017,46,"['drama', 'crime', 'european']",['PL'],2,7,1573
2266,Hot Girls Wanted: Turned On,SHOW,2017,47,['documentation'],['US'],1,6.6,2168
2267,7 Days Out,SHOW,2018,50,['documentation'],['US'],1,6.8,531
2268,Greenhouse Academy,SHOW,2017,23,['drama'],['US'],4,6.6,5967
2269,Hi Score Girl,SHOW,2018,27,"['action', 'animation', 'comedy', 'romance']",['JP'],2,8,1952
2270,Te Ata,MOVIE,2017,105,"['drama', 'history']",['US'],,7.4,736
2271,Cuba and the Cameraman,MOVIE,2017,113,['documentation'],"['CU', 'US']",,8.3,4715
2272,Indian Horse,MOVIE,2018,105,"['drama', 'sport']",['CA'],,7.3,2105
2273,I Am Not an Easy Man,MOVIE,2018,98,"['comedy', 'european']",['FR'],,6.3,14146
2274,The Forgiven,MOVIE,2018,115,['thriller'],"['ZA', 'GB']",,5.9,2427
2275,Samurai Gourmet,SHOW,2017,22,['comedy'],['JP'],1,8.1,2053
2276,Camarón Revolution,SHOW,2018,52,['reality'],['ES'],1,,
2277,Final Fantasy XIV: Dad of Light,SHOW,2017,30,['drama'],['JP'],1,7.2,592
2278,Car Masters: Rust to Riches,SHOW,2018,39,['reality'],['US'],3,8.4,10024
2279,You Get Me,MOVIE,2017,89,"['thriller', 'crime', 'drama', 'romance']",['US'],,4.7,12740
2280,The Climb,MOVIE,2017,103,"['comedy', 'drama', 'romance', 'european']",['FR'],,6.9,7383
2281,Sparta,SHOW,2018,53,"['drama', 'thriller']",['RU'],1,6.6,443
2282,Sarah Silverman: A Speck of Dust,MOVIE,2017,71,"['comedy', 'documentation']",['US'],,6.9,3711
2283,Re: Mind,SHOW,2017,23,"['drama', 'thriller']",['JP'],1,4.9,1531
2284,Lego Jurassic World: The Secret Exhibit,SHOW,2018,22,"['scifi', 'animation', 'action', 'comedy', 'family']",['US'],1,6.2,244
2285,Hasan Minhaj: Homecoming King,MOVIE,2017,72,"['comedy', 'documentation']",['US'],,8.2,7120
2286,Ingobernable,SHOW,2017,40,"['war', 'crime', 'drama', 'thriller']",['MX'],3,7.2,3052
2287,If I Hadn't Met You,SHOW,2018,52,"['scifi', 'romance', 'drama', 'fantasy']",['ES'],1,7.7,2283
2288,Creeped Out,SHOW,2017,25,"['scifi', 'family', 'fantasy', 'horror', 'thriller', 'drama']","['CA', 'GB']",2,6.5,1826
2289,Modest Heroes,MOVIE,2018,53,"['fantasy', 'animation', 'drama', 'family', 'comedy']",['JP'],,6.6,2646
2290,Girlboss,SHOW,2017,27,['comedy'],['US'],1,7,17525
2291,Spy Kids: Mission Critical,SHOW,2018,25,"['action', 'romance', 'thriller', 'scifi', 'family', 'comedy', 'drama', 'animation']",['US'],3,5.2,372
2292,Mercury 13,MOVIE,2018,79,['documentation'],['IE'],,6.9,1160
2293,The Royal House of Windsor,SHOW,2017,49,"['documentation', 'history', 'european']",['GB'],1,7.3,1541
2294,The Fortress,MOVIE,2017,140,"['drama', 'action', 'history', 'war', 'thriller']",['KR'],,6.8,2435
2295,When Heroes Fly,SHOW,2018,48,"['action', 'war', 'drama']",['IL'],1,7.1,3123
2296,Godzilla: City on the Edge of Battle,MOVIE,2018,105,"['scifi', 'animation', 'action']",['JP'],,5.8,4824
2297,Flint Town,SHOW,2018,45,"['crime', 'action', 'documentation']",['US'],1,7.9,3633
2298,Quincy,MOVIE,2018,124,"['music', 'documentation']",['US'],,7.6,4488
2299,Struggle: The Life and Lost Art of Szukalski,MOVIE,2018,104,"['documentation', 'european']","['US', 'PL']",,7.9,4082
2300,The Outcasts,MOVIE,2017,95,['comedy'],['US'],,5.4,4426
2301,The Invisible Guardian,MOVIE,2017,129,"['thriller', 'crime', 'european']","['ES', 'DE']",,6.4,15541
2302,Bending the Arc,MOVIE,2017,102,['documentation'],['US'],,8,314
2303,A.I.C.O. -Incarnation-,SHOW,2018,24,"['scifi', 'animation', 'action']",['JP'],1,6.3,1189
2304,Eternal Love,SHOW,2017,45,"['scifi', 'drama', 'fantasy', 'romance', 'family']",['CN'],1,8.4,2214
2305,"Take the Ball, Pass the Ball",MOVIE,2018,107,"['documentation', 'sport', 'european']",['ES'],,8,3064
2306,Polly Pocket,SHOW,2018,13,"['animation', 'comedy', 'family', 'fantasy']","['CA', 'US', 'IE']",3,5.9,119
2307,Adam Sandler: 100% Fresh,MOVIE,2018,73,"['comedy', 'music']",['US'],,7.5,5096
2308,Pop Team Epic,SHOW,2018,23,"['comedy', 'animation']",['JP'],2,6.9,815
2309,An Imperfect Murder,MOVIE,2017,71,"['crime', 'drama', 'thriller']",['US'],,3.1,1594
2310,Mike Birbiglia: Thank God for Jokes,MOVIE,2017,71,['comedy'],['US'],,7.4,2465
2311,Sky Ladder: The Art of Cai Guo-Qiang,MOVIE,2017,80,['documentation'],['US'],,7.3,1436
2312,Gnome Alone,MOVIE,2017,85,"['fantasy', 'family', 'drama', 'comedy', 'thriller', 'music', 'animation']","['US', 'CA', 'GB']",,5.6,3410
2313,Sirius the Jaeger,SHOW,2018,23,"['scifi', 'action', 'history', 'horror', 'animation']",['JP'],1,6.7,1883
2314,Misty,SHOW,2018,71,"['crime', 'romance', 'thriller', 'drama']",['KR'],1,8.1,596
2315,Standup and Away! with Brian Regan,SHOW,2018,25,['comedy'],['US'],1,5.7,390
2316,A Love So Beautiful,SHOW,2017,41,"['drama', 'comedy', 'romance']",['CN'],1,8,1386
2317,The A List,SHOW,2018,27,"['drama', 'crime', 'thriller']",['GB'],2,5.5,2787
2318,Neal Brennan: 3 Mics,MOVIE,2017,65,"['comedy', 'documentation']",['US'],,7.8,3228
2319,Sandy Wexler,MOVIE,2017,130,['comedy'],['US'],,5.2,16603
2320,WHAT DID JACK DO?,MOVIE,2017,17,['comedy'],['US'],,,
2321,The Week Of,MOVIE,2018,116,['comedy'],['US'],,5.2,21481
2322,Naked,MOVIE,2017,96,"['comedy', 'fantasy', 'romance']",['US'],,5.4,19366
2323,The Big Family Cooking Showdown,SHOW,2017,59,"['reality', 'european']",['GB'],2,7,665
2324,The Bleeding Edge,MOVIE,2018,100,['documentation'],['US'],,7.6,2671
2325,QB1: Beyond the Lights,SHOW,2017,32,"['reality', 'documentation', 'sport']",['US'],3,7.7,895
2326,Fugitiva,SHOW,2018,90,"['drama', 'crime', 'thriller', 'action']",['ES'],1,5.6,658
2327,Taylor Swift: Reputation Stadium Tour,MOVIE,2018,125,"['documentation', 'music']",['US'],,8.3,5293
2328,Toc Toc,MOVIE,2017,90,"['comedy', 'family', 'fantasy', 'european']",['ES'],,6.8,18484
2329,John Leguizamo's Latin History for Morons,MOVIE,2018,89,"['comedy', 'documentation']",['US'],,7.4,738
2330,And Breathe Normally,MOVIE,2018,95,"['drama', 'european']","['IS', 'SE', 'BE']",,6.9,3020
2331,The Awakening of Motti Wolkenbruch,MOVIE,2018,94,"['comedy', 'drama', 'european']","['CH', 'DE']",,6.6,4255
2332,Amazing Interiors,SHOW,2018,26,['documentation'],"['US', 'GB']",1,6.6,797
2333,Charming,MOVIE,2018,90,"['fantasy', 'animation', 'comedy', 'family']",['US'],,5.6,3467
2334,Secret Agent Selection: WW2,SHOW,2018,59,"['war', 'documentation', 'history', 'european']",['GB'],1,7.8,551
2335,Giant,MOVIE,2017,114,"['drama', 'history', 'european']",['ES'],,6.7,4153
2336,The Piano Forest,SHOW,2018,26,"['drama', 'comedy', 'animation']",['JP'],2,7.1,883
2337,Bobby Kennedy for President,SHOW,2018,61,"['documentation', 'drama']",['US'],1,8.1,1759
2338,Chip and Potato,SHOW,2018,15,['animation'],['US'],3,6.4,155
2339,Solo,MOVIE,2018,100,"['thriller', 'drama', 'romance', 'sport', 'european']",['ES'],,5,2747
2340,The Killer,MOVIE,2017,99,"['western', 'horror', 'action']",['BR'],,6,2642
2341,Flavors of Youth,MOVIE,2018,74,"['drama', 'animation', 'romance']","['CN', 'JP']",,6.6,7206
2342,The Polka King,MOVIE,2017,95,"['comedy', 'drama', 'music']",['US'],,5.9,10428
2343,Falsa identidad,SHOW,2018,43,"['action', 'thriller', 'crime', 'drama']","['US', 'MX']",2,7,351
2344,The Legacy of a Whitetail Deer Hunter,MOVIE,2018,83,"['comedy', 'drama']",['US'],,5.5,3909
2345,Come Sunday,MOVIE,2018,106,['drama'],['US'],,6,2287
2346,Diablero,SHOW,2018,38,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",['MX'],2,6.8,2521
2347,The Death and Life of Marsha P. Johnson,MOVIE,2017,105,['documentation'],['US'],,7.2,2881
2348,Super Drags,SHOW,2018,25,"['comedy', 'fantasy', 'animation']",['BR'],1,5.4,1685
2349,Monster High: Electrified,MOVIE,2017,72,"['animation', 'fantasy']",['US'],,5.5,300
2350,Mersal,MOVIE,2017,169,"['thriller', 'action']",['IN'],,8.1,32573
2351,Chosen,SHOW,2018,70,['action'],['CN'],2,5.2,127
2352,Fred Armisen: Standup for Drummers,MOVIE,2018,65,"['music', 'comedy']",['US'],,5.8,1276
2353,Perdida,MOVIE,2018,103,"['crime', 'drama', 'thriller']","['AR', 'ES']",,5.6,4684
2354,Sarkar,MOVIE,2018,164,"['drama', 'action']",['IN'],,7,18453
2355,Bad Guys: Vile City,SHOW,2017,64,"['action', 'animation', 'comedy', 'crime', 'drama']",['KR'],1,6,29
2356,The Yard,SHOW,2018,108,"['drama', 'crime']",['TR'],3,7.2,1605
2357,Camarón: The Film,MOVIE,2018,104,['documentation'],['ES'],,7.5,303
2358,S.W.A.T.: Under Siege,MOVIE,2017,89,"['thriller', 'crime', 'action']",['US'],,4.5,3524
2359,High Society,MOVIE,2018,119,"['crime', 'drama']",['KR'],,5.5,984
2360,Generation Iron 3,MOVIE,2018,75,['documentation'],['US'],,6.2,3333
2361,Kakegurui,SHOW,2018,30,"['drama', 'thriller']",['JP'],2,6.8,966
2362,Last Hope,SHOW,2018,24,"['scifi', 'animation', 'action']",['JP'],1,5.8,427
2363,The Platform,SHOW,2018,45,['music'],['ES'],2,6.2,7
2364,Whose Streets?,MOVIE,2017,90,['documentation'],['US'],,5.5,1337
2365,One of Us,MOVIE,2017,95,['documentation'],['US'],,7,6482
2366,The Rachel Divide,MOVIE,2018,104,['documentation'],['US'],,6.3,2512
2367,My Masterpiece,MOVIE,2018,100,"['comedy', 'drama']","['ES', 'AR']",,7.1,5934
2368,Brian Regan: Nunchucks and Flamethrowers,MOVIE,2017,61,"['comedy', 'documentation']",['US'],,6.3,679
2369,Busted!,SHOW,2018,75,"['comedy', 'reality']",['KR'],3,7.6,898
2370,Alex Strangelove,MOVIE,2018,99,"['drama', 'comedy', 'romance']",['US'],,6.3,17305
2371,Lowriders,MOVIE,2017,99,"['drama', 'crime']",['US'],,5.6,2519
2372,3Below: Tales of Arcadia,SHOW,2018,22,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",['US'],2,7.7,5927
2373,End Game,MOVIE,2018,40,['documentation'],['US'],,,
2374,Chris Rock: Tamborine,MOVIE,2018,64,"['comedy', 'documentation']",['US'],,6.6,6816
2375,Familiar Wife,SHOW,2018,61,"['scifi', 'drama', 'fantasy', 'romance']",['KR'],1,7.6,937
2376,Ultimate Beastmaster,SHOW,2017,59,"['reality', 'action']",['US'],3,7.3,2359
2377,Your Son,MOVIE,2018,103,"['thriller', 'drama', 'action', 'crime', 'european']",['ES'],,6.1,4708
2378,Justice,MOVIE,2017,92,"['western', 'drama', 'action', 'european']",['US'],,4,1208
2379,The World's Most Extraordinary Homes,SHOW,2017,54,"['documentation', 'european']",['GB'],2,7.6,3380
2380,NY Prison Break: The Seduction of Joyce Mitchell,MOVIE,2017,84,"['crime', 'drama']",['US'],,5.6,322
2381,Tom Segura: Disgraceful,MOVIE,2018,74,"['comedy', 'documentation']",['US'],,7.5,3695
2382,It's for Your Own Good,MOVIE,2017,93,"['comedy', 'european']",['ES'],,5.5,2284
2383,Sierra Burgess Is a Loser,MOVIE,2018,105,"['drama', 'romance', 'comedy']",['US'],,5.8,38319
2384,Fate/Extra Last Encore,SHOW,2018,25,"['action', 'fantasy', 'animation']",['JP'],2,5.4,772
2385,Battle,MOVIE,2018,95,"['drama', 'romance', 'music', 'european']","['DK', 'NL', 'NO', 'SE']",,5.9,4139
2386,The Seven Deadly Sins: Prisoners of the Sky,MOVIE,2018,99,"['fantasy', 'animation', 'action']",['JP'],,7.1,4649
2387,Christmas Inheritance,MOVIE,2017,105,"['romance', 'comedy', 'drama']",['US'],,5.7,11693
2388,Jo Koy: Live from Seattle,MOVIE,2017,63,['comedy'],['US'],,7.1,1322
2389,Puss in Book: Trapped in an Epic Tale,MOVIE,2017,23,['fantasy'],['US'],,,
2390,Live,SHOW,2018,46,"['drama', 'comedy', 'crime']",['KR'],1,8.3,1208
2391,My Secret Romance,SHOW,2017,52,"['comedy', 'romance']",['KR'],1,7.2,3108
2392,Okko's Inn,MOVIE,2018,94,"['comedy', 'fantasy', 'animation', 'family', 'drama']",['JP'],,7,1803
2393,Christmas in the Heartland,MOVIE,2017,90,['family'],['US'],,5.9,1414
2394,How to Be Really Bad,MOVIE,2018,100,"['comedy', 'family', 'fantasy', 'romance', 'european']",['DE'],,6.2,1076
2395,FIGHTWORLD,SHOW,2018,42,['documentation'],['US'],1,7.6,806
2396,A Christmas Prince,MOVIE,2017,92,"['romance', 'comedy', 'family']",['US'],,5.7,19456
2397,Prison Playbook,SHOW,2017,91,"['comedy', 'drama']",['KR'],1,8.5,3060
2398,First Team: Juventus,SHOW,2018,36,"['scifi', 'sport', 'documentation', 'reality']",['IT'],2,7.3,2061
2399,The Stolen,MOVIE,2017,98,"['western', 'drama', 'thriller', 'action']","['NZ', 'GB', 'DE']",,5.3,1330
2400,Father of the Year,MOVIE,2018,94,['comedy'],['US'],,5.2,11281
2401,The Final Table,SHOW,2018,43,['reality'],['US'],1,7.6,3989
2402,Killing Hasselhoff,MOVIE,2017,79,['comedy'],['US'],,4.4,2655
2403,Pottersville,MOVIE,2017,85,['comedy'],['US'],,5.4,4674
2404,Thi Mai,MOVIE,2018,100,"['comedy', 'family', 'european']",['ES'],,6,2504
2405,Switched,SHOW,2018,39,"['drama', 'scifi']",['JP'],1,7.1,1402
2406,Paradise Lost,MOVIE,2018,110,"['drama', 'music', 'documentation']",['BR'],,6.9,674
2407,Derren Brown: Sacrifice,MOVIE,2018,49,"['documentation', 'reality']",['US'],,7.1,1786
2408,Yucatán,MOVIE,2018,129,"['comedy', 'romance', 'european']",['ES'],,5.5,2065
2409,A Twelve-Year Night,MOVIE,2018,122,"['drama', 'crime', 'history', 'european']","['AR', 'ES', 'UY']",,7.5,9816
2410,Happy Anniversary,MOVIE,2018,78,['comedy'],['US'],,5.7,4219
2411,Maria Bamford: Old Baby,MOVIE,2017,64,"['comedy', 'documentation']",['US'],,6.1,945
2412,Trump: An American Dream,SHOW,2017,55,"['documentation', 'european']",['GB'],1,7.2,4003
2413,Undercover Law,SHOW,2018,57,"['drama', 'action']",['CO'],1,7.2,214
2414,Rock my Heart,MOVIE,2017,105,"['drama', 'european']",['DE'],,6.5,984
2415,Apaches,SHOW,2018,67,"['drama', 'crime', 'thriller', 'action', 'european']",['ES'],1,7,293
2416,Marlon,SHOW,2017,21,['comedy'],['US'],2,7,4056
2417,My Sassy Girl,SHOW,2017,41,"['comedy', 'romance']",['KR'],1,6.9,561
2418,Wild District,SHOW,2018,45,"['drama', 'thriller', 'action', 'crime']",['CO'],2,8.2,1898
2419,Us and Them,MOVIE,2018,120,"['romance', 'drama']",['CN'],,7.4,4026
2420,Million Yen Women,SHOW,2017,30,"['drama', 'comedy']",['JP'],1,7.6,1794
2421,My ID is Gangnam Beauty,SHOW,2018,63,"['drama', 'comedy', 'romance']",['KR'],1,7.4,3774
2422,Champions,SHOW,2018,21,['comedy'],['US'],1,6.1,3736
2423,Manhunt,MOVIE,2017,106,"['thriller', 'action', 'crime']","['HK', 'CN']",,5.2,3210
2424,100 Days My Prince,SHOW,2018,75,"['drama', 'thriller', 'comedy', 'history', 'romance', 'action']",['KR'],1,7.8,1938
2425,The B-Side: Elsa Dorfman's Portrait Photography,MOVIE,2017,76,['documentation'],['US'],,6.7,743
2426,A Very Country Christmas,MOVIE,2017,83,"['romance', 'drama', 'family', 'comedy']","['CA', 'US']",,6,1622
2427,Greg Davies: You Magnificent Beast,MOVIE,2018,66,['comedy'],['GB'],,7.1,2328
2428,Girls Incarcerated,SHOW,2018,45,"['reality', 'documentation']",['GB'],2,7.3,1073
2429,When Angels Sleep,MOVIE,2018,94,"['thriller', 'drama', 'horror', 'fantasy', 'action', 'crime', 'european']",['ES'],,5.5,3619
2430,Brainchild,SHOW,2018,25,"['documentation', 'family']",['US'],1,8.1,415
2431,Bert Kreischer: Secret Time,MOVIE,2018,57,"['comedy', 'documentation']",['US'],,7.3,2307
2432,Show Dogs,MOVIE,2018,90,"['comedy', 'crime', 'family']","['GB', 'US']",,3.9,4653
2433,Escape from Mr. Lemoncello's Library,MOVIE,2017,69,"['fantasy', 'family']","['CA', 'US']",,5.4,440
2434,Bhavesh Joshi Superhero,MOVIE,2018,155,"['drama', 'action', 'crime']",['IN'],,7.7,8587
2435,Cleo & Cuquin,SHOW,2018,7,"['animation', 'family']","['ES', 'US']",2,8,98
2436,Amateur,MOVIE,2018,96,"['drama', 'sport']",['US'],,5.9,4303
2437,Back Street Girls: Goku Dolls,SHOW,2018,24,"['comedy', 'animation']",['JP'],1,6.6,815
2438,Fireworks,MOVIE,2017,90,"['drama', 'documentation', 'fantasy', 'romance', 'scifi', 'family', 'animation']",['JP'],,5.6,3147
2439,Edgar Rice Burroughs' Tarzan and Jane,SHOW,2017,21,"['action', 'scifi', 'animation', 'comedy', 'drama', 'family']",['US'],2,4.8,270
2440,Pachamama,MOVIE,2018,72,"['fantasy', 'animation', 'family', 'european']","['LU', 'CA', 'FR']",,6.8,848
2441,Lust Stories,MOVIE,2018,120,"['romance', 'drama']",['IN'],,6.4,10725
2442,All I Wish,MOVIE,2018,94,"['comedy', 'drama', 'romance']",['US'],,5.2,1564
2443,Beyblade Burst Turbo,SHOW,2018,24,"['action', 'scifi']",['JP'],1,,
2444,Age of Tanks,SHOW,2017,54,"['documentation', 'history']",['FR'],1,7.3,852
2445,"Ram Dass, Going Home",MOVIE,2017,31,['documentation'],['US'],,,
2446,The Clapper,MOVIE,2018,89,"['comedy', 'drama']",['US'],,5.1,7425
2447,Chasing Coral,MOVIE,2017,93,['documentation'],['US'],,8.1,5143
2448,Robot Trains,SHOW,2017,12,"['fantasy', 'scifi', 'animation', 'action', 'comedy']",['KR'],3,6,87
2449,My Dead Ex,SHOW,2018,25,"['drama', 'scifi', 'comedy']",['US'],1,7.4,478
2450,Disconnect,MOVIE,2018,107,"['romance', 'comedy', 'scifi']",['KE'],,5.3,117
2451,Crazy Delicious,SHOW,2017,51,['reality'],['GB'],1,8.9,15
2452,Becoming Champions,SHOW,2018,45,"['documentation', 'sport']",['US'],1,6.7,389
2453,Inside the Criminal Mind,SHOW,2018,48,"['crime', 'documentation']",['US'],1,5.4,986
2454,Live Up To Your Name,SHOW,2017,69,"['drama', 'fantasy', 'romance']",['KR'],1,8,1224
2455,Take Your Pills,MOVIE,2018,87,['documentation'],['US'],,6.3,5048
2456,Raees,MOVIE,2017,143,"['thriller', 'drama', 'action', 'crime']",['IN'],,6.7,43835
2457,Bad Seeds,MOVIE,2018,100,"['comedy', 'european']",['FR'],,7.3,5407
2458,A Miraculous Christmas Special: Tales of Ladybug and Cat Noir,MOVIE,2017,21,[],"['KR', 'FR', 'JP']",,,
2459,Animal World,MOVIE,2018,125,"['thriller', 'action', 'fantasy', 'scifi', 'comedy', 'drama']",['CN'],,6.5,4367
2460,Fastest Car,SHOW,2018,45,"['reality', 'documentation']",['US'],2,7.1,1324
2461,Seeking a Man,MOVIE,2017,100,"['comedy', 'drama', 'romance']",['EG'],,6.3,602
2462,Toilet: A Love Story,MOVIE,2017,155,"['comedy', 'drama', 'romance']",['IN'],,7.2,20675
2463,Terrorism Close Calls,SHOW,2018,51,['documentation'],['US'],1,5.1,688
2464,6 Balloons,MOVIE,2018,75,['drama'],['US'],,5.9,4087
2465,#realityhigh,MOVIE,2017,99,"['comedy', 'drama', 'romance']",['US'],,5.2,6283
2466,13 Reasons Why: Beyond the Reasons,SHOW,2017,42,['documentation'],['US'],3,6.2,322
