,title,type,release_year,age_certification,genres,production_countries,imdb_id,imdb_score,imdb_votes
5,Monty Python's Flying Circus,SHOW,1969,TV-14,"['comedy', 'european']",['GB'],tt0063929,8.8,72895.0
29,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,['comedy'],[],tt0202477,8.1,2144.0
47,Seinfeld,SHOW,1989,TV-PG,['comedy'],['US'],tt0098904,8.9,302700.0
55,Knight Rider,SHOW,1982,TV-PG,"['action', 'scifi', 'crime', 'drama']",['US'],tt0083437,6.9,33760.0
57,Thomas & Friends,SHOW,1984,TV-Y,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",['GB'],tt0086815,6.5,4948.0
60,Saved by the Bell,SHOW,1989,TV-G,"['comedy', 'romance', 'family']",['US'],tt0096694,7.1,34854.0
64,Wheel of Fortune,SHOW,1983,TV-G,['family'],['US'],tt0072584,6.7,3126.0
65,Major Dad,SHOW,1989,TV-PG,"['comedy', 'family']",['US'],tt0096643,6.4,2866.0
66,Fireman Sam,SHOW,1987,TV-Y,"['comedy', 'animation', 'family', 'crime', 'european']",['GB'],tt0329829,6.1,1759.0
67,Danger Mouse,SHOW,1981,TV-Y,"['comedy', 'family', 'scifi', 'animation', 'european']",['GB'],tt0081848,7.4,3514.0
98,High Risk,SHOW,1988,TV-PG,['comedy'],['US'],tt0094478,3.8,6.0
105,Survivor,SHOW,2000,TV-PG,['reality'],['US'],tt0239195,7.4,24368.0
106,Stargate SG-1,SHOW,1997,TV-PG,"['scifi', 'drama', 'action']","['US', 'CA']",tt0118480,8.4,90196.0
107,Pokémon,SHOW,1997,TV-Y7,"['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family']",['JP'],tt0168366,7.6,172.0
110,One Piece,SHOW,1999,TV-14,"['action', 'comedy', 'animation', 'drama', 'fantasy']",['JP'],tt0388629,8.8,112586.0
112,Cowboy Bebop,SHOW,1998,TV-14,"['western', 'action', 'scifi', 'thriller', 'animation', 'comedy', 'drama']",['JP'],tt0213338,8.9,112887.0
113,Star Trek: Deep Space Nine,SHOW,1993,TV-PG,"['scifi', 'action', 'drama']",['US'],tt0106145,8.1,61145.0
114,The Challenge,SHOW,1998,TV-14,"['reality', 'comedy', 'drama', 'scifi']",['US'],tt0176095,7.8,3274.0
116,Gilmore Girls,SHOW,2000,TV-14,"['comedy', 'drama']",['US'],tt0238784,8.2,119054.0
120,Neon Genesis Evangelion,SHOW,1995,TV-14,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",['JP'],tt0112159,8.5,64727.0
121,The Magic School Bus,SHOW,1994,TV-Y,"['scifi', 'comedy', 'family', 'fantasy', 'animation']","['US', 'CA']",tt0108847,7.8,9708.0
123,Power Rangers,SHOW,1993,TV-Y7,"['scifi', 'action', 'fantasy', 'family']",['US'],tt0106064,6.5,21949.0
125,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,"['action', 'animation', 'scifi', 'western', 'fantasy', 'comedy', 'family']",['US'],tt0222518,6.2,3808.0
132,Goosebumps,SHOW,1995,TV-PG,"['scifi', 'fantasy', 'horror', 'thriller', 'family', 'music']","['CA', 'US']",tt0111987,7.6,13361.0
133,Yu-Gi-Oh!,SHOW,1998,TV-Y,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],tt4834194,7.2,20888.0
134,InuYasha,SHOW,2000,TV-14,"['action', 'comedy', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],tt0290223,7.9,15823.0
153,Barney & Friends,SHOW,1992,TV-G,['family'],['US'],tt0144701,3.8,9955.0
168,Moesha,SHOW,1996,TV-PG,"['drama', 'comedy', 'family']",['US'],tt0115275,5.7,3713.0
169,"Sister, Sister",SHOW,1994,TV-PG,"['comedy', 'drama', 'family']",['US'],tt0108927,6.2,12535.0
170,Cardcaptor Sakura,SHOW,1998,TV-Y7,"['scifi', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'action']",['JP'],tt0221735,8.0,4936.0
173,Girlfriends,SHOW,2000,TV-PG,"['comedy', 'drama']",['US'],tt0247102,7.2,4482.0
177,The Parkers,SHOW,1999,TV-PG,['comedy'],['US'],tt0200353,6.8,2346.0
182,Dale's Supermarket Sweep,SHOW,1993,TV-G,[],['GB'],tt0962853,7.1,39.0
187,Oggy and the Cockroaches,SHOW,1999,TV-Y7,"['comedy', 'family', 'action', 'animation', 'european']",['FR'],tt0213363,7.4,4185.0
188,H,SHOW,1998,TV-MA,['comedy'],['FR'],tt0173554,7.4,1703.0
191,Heartbreak High,SHOW,1994,TV-MA,"['drama', 'romance', 'comedy']",['AU'],tt0108800,7.8,3106.0
205,Okupas,SHOW,2000,TV-MA,"['crime', 'drama']",['AR'],tt0289649,9.0,2326.0
243,Breaking Bad,SHOW,2008,TV-MA,"['drama', 'thriller', 'crime']",['US'],tt0903747,9.5,1727694.0
244,The Walking Dead,SHOW,2010,TV-MA,"['action', 'drama', 'scifi', 'thriller', 'horror']",['US'],tt1520211,8.2,945125.0
245,The Staircase,SHOW,2004,TV-MA,"['crime', 'documentation', 'drama']",['FR'],tt0388644,7.8,21531.0
246,Downton Abbey,SHOW,2010,TV-14,"['drama', 'romance', 'european']",['GB'],tt1606375,8.7,197744.0
247,Grey's Anatomy,SHOW,2005,TV-14,"['drama', 'romance']",['US'],tt0413573,7.6,293618.0
248,The Great British Baking Show,SHOW,2010,TV-PG,"['reality', 'european']",['GB'],tt1877368,8.6,9564.0
249,Criminal Minds,SHOW,2005,TV-14,"['thriller', 'crime', 'drama']",['US'],tt0452046,8.1,189191.0
250,NCIS,SHOW,2003,TV-14,"['action', 'drama', 'crime', 'thriller', 'comedy']",['US'],tt0364845,7.8,141049.0
251,Community,SHOW,2009,TV-PG,['comedy'],['US'],tt1439629,8.5,252564.0
252,Heartland,SHOW,2007,TV-PG,"['drama', 'family']",['CA'],tt1094229,8.4,15743.0
253,Supernatural,SHOW,2005,TV-14,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",['US'],tt0460681,8.5,428639.0
256,Arrested Development,SHOW,2003,TV-MA,['comedy'],['US'],tt0367279,8.7,297552.0
257,The IT Crowd,SHOW,2006,TV-14,"['comedy', 'european']",['GB'],tt0487831,8.5,147409.0
258,30 Rock,SHOW,2006,TV-14,"['comedy', 'sport']",['US'],tt0496424,8.3,121514.0
259,Avatar: The Last Airbender,SHOW,2005,TV-Y7,"['scifi', 'family', 'fantasy', 'animation', 'action']",['US'],tt0417299,9.3,297336.0
263,Friday Night Lights,SHOW,2006,TV-14,"['drama', 'sport']",['US'],tt0758745,8.7,64449.0
266,My Little Pony: Friendship Is Magic,SHOW,2010,TV-Y7,"['scifi', 'animation', 'drama', 'fantasy', 'music', 'comedy', 'family']","['CA', 'US']",tt1751105,7.6,20708.0
267,The Fairly OddParents,SHOW,2001,TV-Y7,"['scifi', 'family', 'fantasy', 'animation', 'comedy']","['US', 'CA']",tt0235918,7.2,38046.0
269,Sonic X,SHOW,2003,TV-Y7,"['action', 'drama', 'thriller', 'animation', 'comedy', 'fantasy', 'family', 'scifi']",['JP'],tt0367413,6.1,4577.0
270,DEATH NOTE,SHOW,2006,TV-14,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",['JP'],tt0877057,9.0,302147.0
272,The Vampire Diaries,SHOW,2009,TV-14,"['scifi', 'drama', 'thriller', 'fantasy', 'horror', 'romance']",['US'],tt1405406,7.7,310776.0
278,Naruto,SHOW,2002,TV-PG,"['scifi', 'comedy', 'animation', 'action', 'fantasy', 'thriller']",['JP'],tt0409591,8.4,93980.0
284,America's Next Top Model,SHOW,2003,TV-14,['reality'],['US'],tt0391576,5.6,17843.0
288,Chappelle's Show,SHOW,2003,TV-14,"['comedy', 'music']",['US'],tt0353049,8.8,62140.0
294,Trailer Park Boys,SHOW,2001,TV-MA,"['comedy', 'crime']",['CA'],tt0290988,8.6,41791.0
300,Borgen,SHOW,2010,TV-MA,"['drama', 'european']",['DK'],tt1526318,8.5,23523.0
302,iCarly,SHOW,2007,TV-G,"['comedy', 'family', 'romance']",['US'],tt0972534,6.7,38281.0
303,Victorious,SHOW,2010,TV-G,"['comedy', 'drama', 'family', 'music', 'romance', 'sport']",['US'],tt1604099,6.9,24224.0
306,Merlin,SHOW,2008,TV-PG,"['action', 'scifi', 'drama', 'fantasy', 'european']",['GB'],tt1199099,7.9,80138.0
326,Gurren Lagann,SHOW,2007,TV-14,"['scifi', 'action', 'comedy', 'drama', 'animation']",['JP'],tt0948103,8.3,17024.0
331,Code Geass: Lelouch of the Rebellion,SHOW,2006,TV-14,"['scifi', 'animation', 'action', 'drama', 'thriller', 'war']",['JP'],tt0994314,8.7,62367.0
353,Transformers: Prime,SHOW,2010,TV-Y7,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']",['US'],tt1659175,7.9,6500.0
358,The Mole,SHOW,2001,TV-14,['reality'],"['US', 'BE']",tt0294149,7.6,1104.0
366,The 4400,SHOW,2004,TV-14,"['scifi', 'thriller', 'drama']",['US'],tt0389564,7.3,44971.0
367,Still Game,SHOW,2002,TV-14,"['comedy', 'european']",['GB'],tt0281491,8.9,7539.0
369,Midnight Diner,SHOW,2009,TV-MA,"['drama', 'comedy']",['JP'],tt1882928,8.6,2110.0
370,H2O: Just Add Water,SHOW,2006,TV-PG,"['drama', 'scifi', 'fantasy', 'family']",['AU'],tt0491603,7.2,14782.0
371,Black Butler,SHOW,2008,TV-MA,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",['JP'],tt1316554,8.3,1856.0
372,Octonauts,SHOW,2010,TV-Y,"['action', 'animation', 'comedy', 'family']",['GB'],tt1710177,7.6,1049.0
374,Strawberry Shortcake,SHOW,2003,TV-Y,"['animation', 'family']",['US'],tt7996132,7.0,13.0
375,Total Drama Island,SHOW,2007,TV-PG,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",['CA'],tt1173427,7.4,10523.0
380,Boys Over Flowers,SHOW,2009,TV-14,"['comedy', 'drama', 'romance']",['KR'],tt1370334,7.9,11579.0
381,Winx Club,SHOW,2004,TV-G,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",['IT'],tt3233214,6.2,6700.0
383,Big Time Rush,SHOW,2009,TV-G,"['comedy', 'family']",['US'],tt1131746,6.3,12046.0
388,Dead Set,SHOW,2008,TV-MA,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],tt1285482,7.6,19684.0
389,Toradora!,SHOW,2008,TV-14,"['animation', 'romance', 'comedy', 'drama']",['JP'],tt1279024,8.0,14307.0
394,Shaun the Sheep,SHOW,2007,TV-G,"['animation', 'comedy', 'family', 'european']",['GB'],tt0983983,8.0,25.0
399,Scare Tactics,SHOW,2003,TV-14,"['comedy', 'horror', 'reality', 'scifi', 'thriller']",['US'],tt0339968,6.7,2512.0
404,Pocoyo,SHOW,2005,TV-G,"['animation', 'family', 'comedy', 'european']","['ES', 'GB']",tt0487849,3.9,93.0
408,The Game,SHOW,2006,TV-14,"['comedy', 'drama', 'sport', 'romance']",['US'],tt10020984,6.6,4417.0
410,Angel Beats!,SHOW,2010,TV-14,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",['JP'],tt1639109,7.7,13848.0
413,Masha and the Bear,SHOW,2009,TV-Y,"['comedy', 'family', 'action', 'animation']",['RU'],tt1884856,7.6,3114.0
415,Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,"['comedy', 'documentation']",['US'],tt1422182,8.1,1740.0
417,Ouran High School Host Club,SHOW,2006,TV-14,"['comedy', 'drama', 'animation', 'romance']",['JP'],tt0816397,8.2,9763.0
419,The Ultimatum,SHOW,2009,TV-14,['drama'],['SG'],tt1682704,5.4,6.0
420,Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,"['action', 'drama', 'scifi', 'war', 'animation']",['JP'],tt1630623,7.8,1291.0
422,Johnny Test,SHOW,2005,TV-Y7,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']","['CA', 'US']",tt15061770,5.1,8172.0
423,Code Lyoko,SHOW,2003,TV-G,"['action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi', 'romance', 'animation']",['FR'],tt0417311,7.3,5109.0
425,Iris,SHOW,2009,TV-14,"['action', 'comedy', 'reality', 'romance', 'thriller']",['KR'],tt1399791,7.8,1951.0
426,DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],tt6950338,6.5,330.0
427,Ben & Holly's Little Kingdom,SHOW,2009,TV-G,"['comedy', 'family', 'fantasy', 'animation', 'european']",['GB'],tt1436544,7.5,1222.0
428,The Garfield Show,SHOW,2009,TV-G,"['animation', 'comedy', 'family', 'european']",['US'],tt1470837,5.3,2499.0
430,Wakfu,SHOW,2008,TV-Y7,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",['FR'],tt1807824,8.1,1469.0
439,Vampire Knight,SHOW,2008,TV-14,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],tt1209393,7.3,5172.0
440,Den-noh Coil,SHOW,2007,TV-Y7,"['scifi', 'animation', 'comedy', 'drama']",['JP'],tt1033796,7.9,863.0
452,One on One,SHOW,2001,TV-14,['comedy'],['US'],tt0284770,7.0,2303.0
455,The Cartel,SHOW,2008,TV-MA,"['action', 'crime', 'drama', 'thriller', 'comedy']",['CO'],tt1260520,8.1,755.0
459,The Mafia Dolls,SHOW,2009,TV-14,"['drama', 'action']",['CO'],tt1585368,6.6,284.0
468,Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,"['documentation', 'history', 'war', 'european']",['FR'],tt6953928,7.6,603.0
478,Dreamworks Happy Holidays from Madagascar,SHOW,2005,TV-PG,"['animation', 'comedy', 'family']",['US'],tt6929194,6.5,96.0
480,Half & Half,SHOW,2002,TV-14,['comedy'],['US'],tt0320024,7.0,1827.0
482,Timmy Time,SHOW,2009,TV-Y,"['comedy', 'fantasy', 'animation', 'family', 'european']",['GB'],tt1125758,6.9,1083.0
489,Vientos de agua,SHOW,2006,TV-MA,['drama'],"['ES', 'AR']",tt0459724,8.7,1034.0
508,Oscar's Oasis,SHOW,2010,TV-Y,"['animation', 'comedy', 'european']",['FR'],tt2080922,7.4,572.0
517,Trotro,SHOW,2004,TV-G,"['animation', 'family', 'european']",['FR'],tt1074443,6.2,120.0
535,Tayo the Little Bus,SHOW,2010,TV-Y,"['animation', 'comedy', 'family']",['KR'],tt3270208,5.2,156.0
536,Autumn's Concerto,SHOW,2009,TV-14,"['drama', 'romance']",['TW'],tt3530668,7.9,475.0
538,DreamWorks Spooky Stories,SHOW,2009,TV-PG,['animation'],['US'],tt6958564,6.2,19.0
547,Behind Enemy Lines,SHOW,2001,TV-14,['drama'],['US'],tt5170230,7.2,42.0
549,Fated to Love You,SHOW,2008,TV-G,"['drama', 'comedy', 'romance']",['TW'],tt1483930,7.4,461.0
551,Nuevo Rico Nuevo Pobre,SHOW,2007,TV-MA,['comedy'],['CO'],tt1233451,7.2,203.0
556,Pecados capitales,SHOW,2002,TV-MA,"['comedy', 'drama', 'romance']",['CO'],tt0355119,8.5,190.0
561,Pedro El Escamoso,SHOW,2001,TV-14,"['drama', 'comedy']",['CO'],tt0283770,7.5,303.0
570,Monty Python's Personal Best,SHOW,2006,TV-PG,['comedy'],"['US', 'GB']",tt0795156,7.9,437.0
587,El cartel 2 - La guerra total,SHOW,2010,TV-MA,"['action', 'crime', 'horror', 'thriller', 'war']",['CO'],tt1667724,6.8,228.0
612,Edge of the Universe,SHOW,2002,TV-G,['documentation'],['GB'],tt6951568,7.2,206.0
623,The Fierce Wife,SHOW,2010,TV-MA,['drama'],['TW'],tt4304720,6.8,90.0
652,The Hospital,SHOW,2006,TV-14,['drama'],['TW'],tt2823414,7.4,40.0
656,Khawatir,SHOW,2005,TV-14,['reality'],[],tt3062514,9.6,3046.0
662,Black & White,SHOW,2009,TV-14,"['action', 'comedy', 'sport', 'crime']",['TW'],tt1508870,7.6,302.0
670,The Prince Who Turns into a Frog,SHOW,2005,TV-14,"['drama', 'romance', 'comedy']",['TW'],tt1454440,6.8,128.0
674,Cocaine,SHOW,2005,TV-14,"['documentation', 'european']",['US'],tt0907286,7.1,60.0
675,Breakout,SHOW,2010,TV-14,"['drama', 'action']",['SG'],tt7131684,6.7,7.0
681,At Dolphin Bay,SHOW,2003,TV-14,"['drama', 'comedy', 'romance']",['TW'],tt8612066,6.9,39.0
683,My MVP Valentine,SHOW,2002,TV-PG,['drama'],[],tt6286390,6.5,27.0
688,Unriddle,SHOW,2010,TV-14,"['thriller', 'action', 'drama']",['SG'],tt12229764,8.0,25.0
694,Cocomong,SHOW,2008,TV-Y,['animation'],[],tt9892608,5.6,11.0
700,Call the Midwife,SHOW,2012,TV-PG,"['drama', 'history', 'european']",['GB'],tt1983079,8.5,25562.0
703,New Girl,SHOW,2011,TV-14,"['comedy', 'romance']",['US'],tt1826940,7.7,216209.0
704,Black Mirror,SHOW,2011,TV-MA,"['scifi', 'thriller', 'drama', 'european']",['GB'],tt2085059,8.8,515577.0
707,Longmire,SHOW,2012,TV-14,"['western', 'action', 'crime', 'drama']",['US'],tt1836037,8.3,34362.0
709,Shameless,SHOW,2011,TV-MA,"['drama', 'comedy']",['US'],tt1586680,8.6,230243.0
710,Happy Endings,SHOW,2011,TV-14,"['comedy', 'romance']",['US'],tt2311579,7.8,37778.0
712,Last Tango in Halifax,SHOW,2012,TV-14,"['comedy', 'drama', 'romance', 'european']",['GB'],tt2216156,8.3,6844.0
714,Ink Master,SHOW,2012,TV-14,['reality'],['US'],tt1865740,7.4,3874.0
715,Top Boy,SHOW,2011,TV-MA,"['drama', 'thriller', 'crime', 'european']",['GB'],tt1830379,8.4,22420.0
717,Hunter x Hunter,SHOW,2011,TV-14,"['drama', 'action', 'comedy', 'crime', 'animation', 'documentation', 'family', 'fantasy']",['JP'],tt2098220,9.0,87857.0
719,Arrow,SHOW,2012,TV-14,"['action', 'crime', 'drama', 'scifi']",['US'],tt2193021,7.5,425716.0
728,The Legend of Korra,SHOW,2012,TV-Y7,"['action', 'scifi', 'comedy', 'drama', 'family', 'fantasy', 'animation']",['US'],tt1695360,8.4,117464.0
729,Sword Art Online,SHOW,2012,TV-MA,"['scifi', 'action', 'animation', 'drama', 'western', 'comedy', 'fantasy', 'romance', 'thriller']",['JP'],tt2250192,7.6,43727.0
732,The Borgias,SHOW,2011,TV-MA,"['drama', 'history', 'romance', 'crime']","['CA', 'HU', 'US']",tt1582457,7.9,50556.0
733,Ninjago: Masters of Spinjitzu,SHOW,2012,TV-Y7,"['scifi', 'comedy', 'family', 'fantasy', 'animation', 'action', 'european']","['DK', 'US']",tt1871731,7.2,4519.0
735,Puella Magi Madoka Magica,SHOW,2011,TV-14,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",['JP'],tt1773185,8.3,9055.0
739,Transformers: Rescue Bots,SHOW,2012,TV-Y7,"['action', 'scifi', 'comedy', 'family', 'animation']",['US'],tt2139371,6.4,915.0
743,Teen Mom 2,SHOW,2011,TV-14,"['reality', 'romance', 'documentation', 'comedy']",['US'],tt1821220,4.5,28.0
745,Comedians in Cars Getting Coffee,SHOW,2012,TV-14,"['comedy', 'family', 'animation']",['US'],tt2314952,8.0,12363.0
746,Lilyhammer,SHOW,2012,TV-MA,"['crime', 'comedy', 'drama']",['NO'],tt1958961,7.9,29196.0
749,TIGER & BUNNY,SHOW,2011,TV-14,"['scifi', 'action', 'animation', 'comedy', 'crime']",['JP'],tt2061527,7.3,998.0
751,Fate/Zero,SHOW,2011,TV-MA,"['scifi', 'action', 'animation', 'drama', 'fantasy', 'thriller']",['JP'],tt2051178,8.2,12568.0
753,Blue Exorcist,SHOW,2011,TV-14,"['scifi', 'horror', 'family', 'animation', 'action', 'drama', 'fantasy']",['JP'],tt1799631,7.5,12741.0
755,Barbie: Life in the Dreamhouse,SHOW,2012,TV-Y,"['animation', 'comedy', 'family']",['US'],tt2644032,7.3,1806.0
758,anohana: The Flower We Saw That Day,SHOW,2011,TV-PG,"['drama', 'fantasy', 'romance', 'animation']",['JP'],tt1913273,8.2,12682.0
759,Magi,SHOW,2012,TV-14,"['scifi', 'action', 'comedy', 'animation', 'fantasy']",['JP'],tt2425098,7.8,3899.0
760,Cuckoo,SHOW,2012,TV-14,"['comedy', 'drama', 'european']",['GB'],tt2329333,5.9,20.0
763,My Babysitter's a Vampire,SHOW,2011,TV-PG,"['scifi', 'fantasy', 'horror', 'action', 'comedy']","['US', 'CA']",tt1727434,6.9,4367.0
764,Kuroko's Basketball,SHOW,2012,TV-14,"['animation', 'comedy', 'sport']",['JP'],tt2348803,8.3,8052.0
769,Rita,SHOW,2012,TV-MA,"['comedy', 'drama', 'european']",['DK'],tt1973692,8.1,8718.0
771,Wolverine,SHOW,2011,TV-14,"['action', 'scifi', 'animation']",['JP'],tt1847521,6.2,1458.0
773,LEGO City,SHOW,2011,TV-G,"['animation', 'european']",['GB'],tt7530250,5.0,37.0
775,MeatEater,SHOW,2012,TV-14,['documentation'],['US'],tt2169245,7.5,1462.0
778,Outback Truckers,SHOW,2012,TV-14,"['reality', 'documentation']",['AU'],tt5632186,7.4,264.0
779,LEGO Friends,SHOW,2012,TV-Y,"['animation', 'european']",['US'],tt9148446,7.6,16.0
782,La Reina del Sur,SHOW,2011,TV-MA,"['drama', 'action', 'crime', 'thriller']",['MX'],tt1704637,8.0,2445.0
783,Pablo Escobar: The Drug Lord,SHOW,2012,TV-14,"['crime', 'drama', 'history', 'thriller']",['CO'],tt2187850,8.4,4923.0
799,Larva,SHOW,2011,TV-G,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']",['KR'],tt6966158,7.1,582.0
801,The Ultimate Braai Master,SHOW,2012,TV-PG,['reality'],['ZA'],tt3264864,8.2,31.0
802,Minecraft: Story Mode,SHOW,2011,TV-PG,[],['US'],tt10498322,5.5,300.0
804,EastSiders,SHOW,2012,TV-MA,"['drama', 'comedy']",['US'],tt2558816,6.8,2723.0
805,Smile PreCure!,SHOW,2012,TV-Y7,"['comedy', 'action', 'scifi', 'family', 'fantasy', 'animation']",['JP'],tt2230557,6.1,388.0
808,Robocar Poli,SHOW,2011,TV-Y,"['family', 'fantasy', 'animation', 'comedy']",['KR'],tt4763642,5.8,125.0
814,Little Baby Bum,SHOW,2011,TV-Y,"['animation', 'family', 'music']",['GB'],tt10051854,6.4,94.0
819,The American Bible Challenge,SHOW,2012,TV-G,['family'],['US'],tt2246424,6.4,125.0
821,Inside West Coast Customs,SHOW,2011,TV-PG,['reality'],['US'],tt8358972,7.4,42.0
830,Masha's tales,SHOW,2012,TV-Y,"['animation', 'family']",['RU'],tt3840498,6.4,89.0
831,El Reemplazante,SHOW,2012,TV-MA,['drama'],['CL'],tt2488050,8.5,755.0
839,Justin Time,SHOW,2011,TV-Y,"['action', 'animation', 'family', 'comedy']",['CA'],tt1759210,6.0,16.0
857,Meet the Adebanjos,SHOW,2012,TV-PG,['comedy'],['GB'],tt2344781,7.6,76.0
868,The Oath,SHOW,2011,TV-14,['drama'],['SG'],tt7131686,7.9,9.0
880,Inborn Pair,SHOW,2011,TV-14,"['drama', 'comedy']",['TW'],tt6357282,7.1,108.0
884,Office Girls,SHOW,2011,TV-14,"['drama', 'comedy', 'romance']",['TW'],tt4381290,6.9,140.0
892,"Love, Now",SHOW,2012,TV-Y,"['drama', 'comedy']",['TW'],tt6273116,7.6,116.0
896,Masameer,SHOW,2011,TV-MA,"['comedy', 'animation']",['SA'],tt6298258,8.2,677.0
900,Drunken to Love You,SHOW,2011,TV-14,"['comedy', 'drama', 'romance']",['TW'],tt2661520,6.5,114.0
909,Yours Fatefully,SHOW,2012,TV-14,"['drama', 'comedy', 'romance']",['SG'],tt7131690,6.8,14.0
913,The Glamorous Imperial Concubine,SHOW,2011,TV-PG,"['drama', 'romance', 'history']",['CN'],tt2272555,7.0,142.0
915,Outlander,SHOW,2014,TV-MA,"['scifi', 'drama', 'fantasy', 'romance']",['US'],tt3006802,8.4,152435.0
916,Peaky Blinders,SHOW,2013,TV-MA,"['drama', 'crime', 'european']",['GB'],tt2442560,8.8,485506.0
917,Attack on Titan,SHOW,2013,TV-MA,"['scifi', 'action', 'drama', 'fantasy', 'horror', 'animation']",['JP'],tt2560140,9.0,325381.0
918,The Blacklist,SHOW,2013,TV-14,"['drama', 'crime', 'thriller']",['US'],tt2741602,8.0,238138.0
919,Married at First Sight,SHOW,2014,TV-PG,"['reality', 'european']",['US'],tt3868860,6.1,1975.0
921,The Flash,SHOW,2014,TV-14,"['scifi', 'drama', 'action']",['US'],tt3107288,7.6,336888.0
923,Gotham,SHOW,2014,TV-14,"['scifi', 'action', 'crime', 'drama', 'thriller']",['US'],tt3749900,7.8,226081.0
924,Are You The One?,SHOW,2014,TV-14,['reality'],['US'],tt3484274,6.5,2450.0
929,The 100,SHOW,2014,TV-14,"['drama', 'action', 'scifi']",['US'],tt2661044,7.6,242221.0
931,How to Get Away with Murder,SHOW,2014,TV-14,"['drama', 'thriller', 'crime']",['US'],tt3205802,8.1,146712.0
934,Reign,SHOW,2013,TV-14,"['drama', 'fantasy']",['US'],tt2710394,7.5,47751.0
939,BoJack Horseman,SHOW,2014,TV-MA,"['drama', 'comedy', 'animation']",['US'],tt3398228,8.8,143584.0
940,House of Cards,SHOW,2013,TV-MA,['drama'],['US'],tt1856010,8.7,494092.0
941,Henry Danger,SHOW,2014,TV-G,"['scifi', 'action', 'comedy', 'family']",['US'],tt3596174,5.6,5245.0
945,Orange Is the New Black,SHOW,2013,TV-MA,"['drama', 'comedy', 'crime']",['US'],tt2372162,8.1,295591.0
946,The Originals,SHOW,2013,TV-14,"['scifi', 'drama', 'fantasy', 'horror']",['US'],tt2632424,8.3,131574.0
947,Jane the Virgin,SHOW,2014,TV-14,"['drama', 'comedy']",['US'],tt3566726,7.8,46286.0
950,Marco Polo,SHOW,2014,TV-MA,"['action', 'drama', 'history', 'documentation']",['US'],tt2189461,8.0,71229.0
951,Wentworth,SHOW,2013,TV-MA,"['drama', 'crime', 'thriller']",['AU'],tt2433738,8.6,21747.0
952,Madam Secretary,SHOW,2014,TV-14,"['war', 'thriller', 'drama']",['US'],tt3501074,7.6,22563.0
955,KILL la KILL,SHOW,2013,TV-MA,"['action', 'scifi', 'fantasy', 'animation', 'comedy', 'drama']",['JP'],tt3114390,7.9,13372.0
957,Z Nation,SHOW,2014,TV-14,"['action', 'drama', 'scifi', 'comedy', 'horror', 'romance']",['US'],tt3843168,6.6,36059.0
958,From Dusk Till Dawn: The Series,SHOW,2014,TV-14,"['scifi', 'crime', 'fantasy', 'horror', 'action']",['US'],tt3337194,6.9,20132.0
960,Derek,SHOW,2013,TV-MA,"['drama', 'comedy', 'european']",['GB'],tt2616280,8.1,31976.0
963,The Thundermans,SHOW,2013,TV-G,"['action', 'scifi', 'family', 'comedy', 'drama']",['US'],tt2712516,5.6,5340.0
964,Hemlock Grove,SHOW,2013,TV-MA,"['thriller', 'drama', 'fantasy', 'horror', 'scifi']",['US'],tt2309295,7.0,39590.0
966,The Seven Deadly Sins,SHOW,2014,TV-14,"['action', 'scifi', 'comedy', 'fantasy', 'animation']",['JP'],tt3909224,7.9,30341.0
967,Sofia the First,SHOW,2013,TV-Y,"['family', 'fantasy', 'animation']",['US'],tt2136138,6.8,2915.0
968,Sailor Moon Crystal,SHOW,2014,TV-14,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'romance', 'family']",['JP'],tt3124992,7.8,2115.0
